City,Deal Name,Discount,Applicable Cards
lahore,Indigo Heights Hotel & Suites,15% off on Buffet Dinner,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Indigo Heights Hotel & Suites,10% off on Buffet Dinner,"HBL Gold DebitCard, + 4 More Cards, HBL Gold CreditCard"
lahore,Cinnabon,10% off,HBL Konnect Debit Card
lahore,Healthwire,UP TO 14% off,"HBL Platinum CreditCard, + 7 More Cards, HBL World Elite DebitCard"
lahore,Souk Galleria,10% off,"HBL Platinum CreditCard, + 7 More Cards, HBL World Elite DebitCard"
lahore,CAT Footwear,15% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,CAT Footwear,10% off,"HBL Gold DebitCard, + 4 More Cards, HBL Gold CreditCard"
lahore,El Momento,15% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,El Momento,10% off,"HBL Gold DebitCard, HBL Gold CreditCard, + 2 More Cards"
lahore,Giramondo,10% off,"HBL Platinum CreditCard, + 7 More Cards, HBL World Elite DebitCard"
lahore,Damas Jewellery,35% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Damas Jewellery,30% off,"HBL Gold DebitCard, HBL Gold CreditCard, HBL Titanium DebitCard"
lahore,Damas Jewellery,25% off,"HBL DebitCard, HBL Green CreditCard, HBL Nisa DebitCard"
lahore,Damas Jewellery,25% off,HBL Konnect Debit Card
lahore,TAG Heuer,20% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,TAG Heuer,17% off,HBL Gold CreditCard
lahore,TAG Heuer,15% off,"HBL Gold DebitCard, HBL Titanium DebitCard"
lahore,Sichuan Chinese Restaurant,15% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Sichuan Chinese Restaurant,10% off,"HBL Gold DebitCard, + 4 More Cards, HBL Gold CreditCard"
lahore,Sputnik,20% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Sputnik,15% off,"HBL Gold DebitCard, HBL Gold CreditCard, HBL Titanium DebitCard"
lahore,Sputnik,10% off,"HBL Konnect Debit Card, HBL DebitCard, HBL Green CreditCard"
lahore,Essentia,15% off,"HBL Platinum CreditCard, + 7 More Cards, HBL World Elite DebitCard"
lahore,Essentia,15% off,HBL Konnect Debit Card
lahore,Guinot Institute PK,15% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Guinot Institute PK,10% off,"HBL Gold DebitCard, + 4 More Cards, HBL Gold CreditCard"
lahore,Urban Kitchen Pakistan,15% off,"HBL Platinum CreditCard, + 4 More Cards, HBL World Elite DebitCard"
lahore,Timberland,20% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Juices Island,20% off,"HBL Platinum CreditCard, + 8 More Cards, HBL World Elite DebitCard"
lahore,Dhanak,15% off,"HBL Platinum CreditCard, + 7 More Cards, HBL World Elite DebitCard"
lahore,Dhanak,15% off,HBL Konnect Debit Card
lahore,Swarovski,15% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Timex,20% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
